EPA AQS ID,Country Code,Data Source,EPA Region,Elevation,GMT Offset Amount (hours),Latitude,Local Time at Monitor,Longitude,OZONE,Ozone & PM AQI,Ozone & PM AQI (For Labeling),Ozone & PM AQI (For Sorting),Ozone AQI,Ozone AQI (For Labeling),Ozone AQI (For Sorting),Ozone Measured at Site,Ozone Unit of Measure,PM10,PM10 AQI,PM10 AQI (For Labeling),PM10 AQI (For Sorting),PM10 Measured at Site,PM10 Unit of Measure,PM2.5,PM2.5 AQI,PM2.5 AQI (For Labeling),PM2.5 AQI (For Sorting),PM2.5 Measured at Site,PM2.5 Unit of Measure,PM2.5 & PM10 AQI,PM2.5 & PM10 AQI (For Labeling),PM2.5 & PM10 AQI (For Sorting),Reporting Area(s),Site Name,State Name,Site Operational Status,ValidTime,ObjectId,MonitorType,x,y
60010011,US,Bay Area Air District,R9,2.7,-8,37.8148,2026-01-27 06:00:00 GMT-8,-122.282402,2,74,74,74,3,3,3,1,PPB,,,ND,-999,0,,20,74,74,74,1,UG/M3,74,74,74,Oakland,Oakland West,CA,Active,1/27/2026 14:00,556340023,Permanent,-13612414.72,4553296.199
60010012,US,Bay Area Air District,R9,4,-8,37.793624,2026-01-27 06:00:00 GMT-8,-122.263376,,63,63,63,,ND,-999,0,,,,ND,-999,0,,18,63,63,63,1,UG/M3,63,63,63,Oakland,Laney College,CA,Active,1/27/2026 14:00,556340024,Permanent,-13610296.76,4550312.688
60010013,US,Bay Area Air District,R9,2.7,-8,37.864767,2026-01-27 06:00:00 GMT-8,-122.302741,,59,59,59,0,0,0,1,,,,ND,-999,0,,,59,59,59,1,,59,59,59,Oakland,Berkeley Aquatic Park,CA,Active,1/27/2026 14:00,556340025,Permanent,-13614678.85,4560339.5
60010015,US,Bay Area Air District,R9,100.3,-8,37.701222,2026-01-27 06:00:00 GMT-8,-121.903019,,64,64,64,,ND,-999,0,,,,ND,-999,0,,18,64,64,64,1,UG/M3,64,64,64,Livermore,Pleasanton - Owens Ct.,CA,Active,1/27/2026 14:00,556340026,Permanent,-13570182,4537304.058
60012001,US,Bay Area Air District,R9,88.5,-8,37.6547,2026-01-27 06:00:00 GMT-8,-122.0317,,29,29,29,29,29,29,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fremont,Hayward,CA,Active,1/27/2026 14:00,556340028,Permanent,-13584506.7,4530760.69
60050002,US,California Air Resources Board,R9,0,-8,38.342606,2026-01-27 06:00:00 GMT-8,-120.764426,3,6,6,6,6,6,6,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Jackson - Clinton,CA,Active,1/27/2026 14:00,556340031,Permanent,-13443434.41,4627938.248
60072001,US,Butte County Air Quality Management District,R9,0,-8,39.7539,2026-01-27 06:00:00 GMT-8,-121.6244,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Paradise,Paradise - Birch Street,CA,Active,1/27/2026 14:00,556340035,Permanent,-13539166.28,4830243.881
60074001,US,California Air Resources Board,R9,0,-8,39.32756,2026-01-27 06:00:00 GMT-8,-121.66881,,76,76,76,,ND,-999,0,,,,ND,-999,0,,21,76,76,76,1,UG/M3,76,76,76,Gridley,Gridley,CA,Active,1/27/2026 14:00,556340037,Permanent,-13544109.97,4768700.935
60130002,US,Bay Area Air District,R9,0,-8,37.9383,2026-01-27 06:00:00 GMT-8,-122.025,,49,49,49,0,0,0,1,,,,ND,-999,0,,,49,49,49,1,,49,49,49,Concord,Concord,CA,Active,1/27/2026 14:00,556340041,Permanent,-13583760.86,4570713.335
60130006,US,Bay Area Air District,R9,0,-8,37.9478,2026-01-27 06:00:00 GMT-8,-122.3636,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Oakland,Richmond - 7th St,CA,Active,1/27/2026 14:00,556340042,Permanent,-13621453.64,4572054.326
60131002,US,Bay Area Air District,R9,-1.8,-8,38.006311,2026-01-27 06:00:00 GMT-8,-121.641918,1,5,5,5,5,5,5,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Concord,Bethel Island,CA,Active,1/27/2026 14:00,556340044,Permanent,-13541116.37,4580317.384
60131004,US,Bay Area Air District,R9,19.8,-8,37.9604,2026-01-27 06:00:00 GMT-8,-122.3571,,62,62,62,16,16,16,1,,,,ND,-999,0,,,62,62,62,1,,62,62,62,Oakland,San Pablo - Rumrill,CA,Active,1/27/2026 14:00,556340045,Permanent,-13620730.07,4573833.17
60132007,US,Bay Area Air District,R9,0,-8,37.743649,2026-01-27 06:00:00 GMT-8,-121.934188,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Concord,San Ramon,CA,Active,1/27/2026 14:00,556340046,Permanent,-13573651.72,4543275.041
60170020,US,California Air Resources Board,R9,473.1,-8,38.89094,2026-01-27 06:00:00 GMT-8,-121.00337,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Placerville|Cool,Cool (Seasonal),CA,Active,1/27/2026 14:00,556340050,Permanent,-13470033.53,4706061.681
60190242,US,San Joaquin Valley Unified APCD,R9,0,-8,36.8414,2026-01-27 06:00:00 GMT-8,-119.8744,0,0,0,0,0,0,0,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fresno,Fresno - Sierra Skypark #2,CA,Active,1/27/2026 14:00,556340054,Permanent,-13344357.17,4417022.989
60192008,US,San Joaquin Valley Unified APCD,R9,0,-8,36.1994,2026-01-27 06:00:00 GMT-8,-120.0991,,43,43,43,,ND,-999,0,,,,ND,-999,0,,11,43,43,43,1,UG/M3,43,43,43,Fresno,Huron,CA,Active,1/27/2026 14:00,556340055,Permanent,-13369370.66,4328093.306
60192009,US,San Joaquin Valley Unified APCD,R9,0,-8,36.6324,2026-01-27 06:00:00 GMT-8,-120.3822,0,2,2,2,1,1,1,1,PPB,,,ND,-999,0,,0,2,2,2,1,UG/M3,2,2,2,Fresno,Tranquillity,CA,Active,1/27/2026 14:00,556340056,Permanent,-13400885.2,4387991.202
60192016,US,San Joaquin Valley Unified APCD,R9,0,-8,36.71088,2026-01-27 06:00:00 GMT-8,-119.77743,,60,60,60,,ND,-999,0,,,,ND,-999,0,,15,60,60,60,1,UG/M3,60,60,60,Fresno,Fresno-Foundry Park,CA,Active,1/27/2026 14:00,556340057,Permanent,-13333562.52,4398883.444
60194001,US,San Joaquin Valley Unified APCD,R9,0,-8,36.5975,2026-01-27 06:00:00 GMT-8,-119.5036,2,2,2,2,2,2,2,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fresno,Parlier,CA,Active,1/27/2026 14:00,556340059,Permanent,-13303079.9,4383150.994
60271023,US,Bishop Paiute Tribe,R9,1288.9,-8,37.3667,2026-01-27 06:00:00 GMT-8,-118.4167,13,16,16,16,16,16,16,1,PPB,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Bishop,Bishop Paiute Tribe-CA,CA,Active,1/27/2026 14:00,556340083,Permanent,-13182086.75,4490344.043
60290007,US,California Air Resources Board,R9,0,-8,35.345607,2026-01-27 06:00:00 GMT-8,-118.851825,6,7,7,7,7,7,7,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Bakersfield,Edison,CA,Active,1/27/2026 14:00,556340086,Permanent,-13230524.64,4210947.506
60290008,US,San Joaquin Valley Unified APCD,R9,0,-8,35.0544,2026-01-27 06:00:00 GMT-8,-119.4039,26,23,23,23,23,23,23,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Bakersfield,Maricopa - Stanilaus Street,CA,Active,1/27/2026 14:00,556340087,Permanent,-13291981.35,4171276.346
60290014,US,California Air Resources Board,R9,0,-8,35.356615,2026-01-27 06:00:00 GMT-8,-119.062613,0,83,83,83,0,0,0,1,PPB,,,ND,-999,0,,32.3,83,83,83,1,UG/M3,83,83,83,Bakersfield,Bakersfield - California Ave,CA,Active,1/27/2026 14:00,556340090,Permanent,-13253989.45,4212449.924
60292009,US,San Joaquin Valley Unified APCD,R9,0,-8,34.8416,2026-01-27 06:00:00 GMT-8,-118.8647,,18,18,18,,ND,-999,0,,,,ND,-999,0,,3,18,18,18,1,UG/M3,18,18,18,Bakersfield,Lebec,CA,Active,1/27/2026 14:00,556340092,Permanent,-13231957.88,4142375.997
60292012,US,San Joaquin Valley Unified APCD,R9,0,-8,35.3313,2026-01-27 06:00:00 GMT-8,-119,0,0,0,0,0,0,0,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Bakersfield,Bakersfield-Muni,CA,Active,1/27/2026 14:00,556340093,Permanent,-13247019.4,4208995.133
60295002,US,California Air Resources Board,R9,0,-8,35.23918,2026-01-27 06:00:00 GMT-8,-118.78863,8,10,10,10,10,10,10,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Bakersfield,Arvin - Di Giorgio School,CA,Active,1/27/2026 14:00,556340095,Permanent,-13223489.8,4196432.442
60296001,US,California Air Resources Board,R9,0,-8,35.50349,2026-01-27 06:00:00 GMT-8,-119.27264,0,0,0,0,0,0,0,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Bakersfield,Shafter - Walker Street,CA,Active,1/27/2026 14:00,556340096,Permanent,-13277369.55,4232515.684
60370113,US,South Coast AQMD,R9,29.3,-8,34.051097,2026-01-27 06:00:00 GMT-8,-118.456386,19,18,18,18,18,18,18,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,NW Coastal LA,West Los Angeles - VA Hospital,CA,Active,1/27/2026 14:00,556340101,Permanent,-13186504.57,4035665.17
60371201,US,South Coast AQMD,R9,70.8,-8,34.1992,2026-01-27 06:00:00 GMT-8,-118.5331,1,33,33,33,3,3,3,1,PPB,,,ND,-999,0,,3.7,33,33,33,1,UG/M3,33,33,33,W San Fernando Vly,Reseda,CA,Active,1/27/2026 14:00,556340104,Permanent,-13195044.33,4055581.185
60371302,US,South Coast AQMD,R9,27.5,-8,33.9014,2026-01-27 06:00:00 GMT-8,-118.205,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,S Central LA CO,Compton,CA,Active,1/27/2026 14:00,556340105,Permanent,-13158520.41,4015570.127
60371602,US,South Coast AQMD,R9,0,-8,34.010283,2026-01-27 06:00:00 GMT-8,-118.068484,5,7,7,7,7,7,7,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,S San Gabriel Vly,Pico Rivera,CA,Active,1/27/2026 14:00,556340107,Permanent,-13143323.52,4030182.865
60372005,US,South Coast AQMD,R9,77.8,-8,34.13263,2026-01-27 06:00:00 GMT-8,-118.127142,15,12,12,12,12,12,12,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,W San Gabriel Vly,Pasadena,CA,Active,1/27/2026 14:00,556340109,Permanent,-13149853.3,4046624.928
60374008,US,South Coast AQMD,R9,0,-8,33.859662,2026-01-27 06:00:00 GMT-8,-118.200707,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,South Coastal LA,710 Near Road,CA,Active,1/27/2026 14:00,556340113,Permanent,-13158042.51,4009973.592
60376012,US,South Coast AQMD,R9,116.8,-8,34.3833,2026-01-27 06:00:00 GMT-8,-118.5283,13,40,40,40,12,12,12,1,PPB,,,ND,-999,0,,6.7,40,40,40,1,UG/M3,40,40,40,Santa Clarita Vly,Santa Clarita,CA,Active,1/27/2026 14:00,556340115,Permanent,-13194510,4080386.709
60390004,US,San Joaquin Valley Unified APCD,R9,0,-8,36.8669,2026-01-27 06:00:00 GMT-8,-120.01,0,0,0,0,0,0,0,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Madera,Madera - Pump Yard,CA,Active,1/27/2026 14:00,556340118,Permanent,-13359452.09,4420570.566
60410001,US,Bay Area Air District,R9,0.9,-8,37.9722,2026-01-27 06:00:00 GMT-8,-122.5189,1,59,59,59,3,3,3,1,PPB,,,ND,-999,0,,12,59,59,59,1,UG/M3,59,59,59,San Rafael,San Rafael,CA,Active,1/27/2026 14:00,556340120,Permanent,-13638741.56,4575499.349
60430006,US,California Air Resources Board,R9,1146.5,-8,37.54377,2026-01-27 06:00:00 GMT-8,-119.83957,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Jerseydale (seasonal),CA,Active,1/27/2026 14:00,556340123,Permanent,-13340479.91,4515174.788
60450006,US,Mendocino County AQMD,R9,189.1,-8,39.150478,2026-01-27 06:00:00 GMT-8,-123.206528,,77,77,77,,ND,-999,0,,,,ND,-999,0,,21.6,77,77,77,1,UG/M3,77,77,77,Ukiah,Ukiah Library,CA,Active,1/27/2026 14:00,556340128,Permanent,-13715287.96,4743249.233
150011006,US,Hawaii State Dept. of Health,R9,0,-10,19.717562,2026-01-27 04:00:00 GMT-10,-155.110535,,17,17,17,,ND,-999,0,,,,ND,-999,0,,5,17,17,17,1,UG/M3,17,17,17,Hilo,Hilo,HI,Active,1/27/2026 14:00,556340201,Permanent,-17266825.77,2239602.113
150011012,US,Hawaii State Dept. of Health,R9,517.3,-10,19.5097,2026-01-27 04:00:00 GMT-10,-155.9133,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Kona,HI,Active,1/27/2026 14:00,556340202,Permanent,-17356189.16,2215037.721
150012016,US,Hawaii State Dept. of Health,R9,0,-10,19.2065,2026-01-27 04:00:00 GMT-10,-155.4689,,24,24,24,,ND,-999,0,,,,ND,-999,0,,5,24,24,24,1,UG/M3,24,24,24,Pahala,Pahala,HI,Active,1/27/2026 14:00,556340203,Permanent,-17306718.78,2179263.095
150012020,US,Hawaii State Dept. of Health,R9,70.2,-10,19.117561,2026-01-27 04:00:00 GMT-10,-155.778137,,65,65,65,,ND,-999,0,,,,ND,-999,0,,17,65,65,65,1,UG/M3,65,65,65,Ocean View,Ocean View,HI,Active,1/27/2026 14:00,556340205,Permanent,-17341142.89,2168781.719
150012021,US,Hawaii State Dept. of Health,R9,183.9,-10,19.977467,2026-01-27 04:00:00 GMT-10,-155.798067,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Waikoloa,Waikoloa-21,HI,Active,1/27/2026 14:00,556340206,Permanent,-17343361.49,2270361.775
150012023,US,Hawaii State Dept. of Health,R9,0,-10,19.555445,2026-01-27 04:00:00 GMT-10,-155.102036,,20,20,20,,ND,-999,0,,,,ND,-999,0,,5,20,20,20,1,UG/M3,20,20,20,Mountain View,Mountain View,HI,Active,1/27/2026 14:00,556340207,Permanent,-17265879.67,2220440.98
150031004,US,Hawaii State Dept. of Health,R9,0,-10,21.3039,2026-01-27 04:00:00 GMT-10,-157.8711,8,32,32,32,6,6,6,1,PPB,,,ND,-999,0,,5.6,32,32,32,1,UG/M3,32,32,32,Sand Island,SAND ISLAND 2 - ANUENUE FISHERIES,HI,Active,1/27/2026 14:00,556340211,Permanent,-17574130.46,2428152.526
150090006,US,Hawaii State Dept. of Health,R9,39.3,-10,20.7808,2026-01-27 04:00:00 GMT-10,-156.4461,,13,13,13,,ND,-999,0,,,,ND,-999,0,,3,13,13,13,1,UG/M3,13,13,13,Kihei,"Kihei, Maui",HI,Active,1/27/2026 14:00,556340215,Permanent,-17415500.19,2365760.44
150090025,US,Hawaii State Dept. of Health,R9,0,-10,20.869444,2026-01-27 04:00:00 GMT-10,-156.492417,,17,17,17,,ND,-999,0,,,,ND,-999,0,,2,17,17,17,1,UG/M3,17,17,17,Kahului,KAHULUI,HI,Active,1/27/2026 14:00,556340217,Permanent,-17420656.17,2376317.971
800268012,US,Arizona Department of Environmental Quality,R9,44.5,-7,32.466703,2026-01-27 07:00:00 GMT-7,-114.768761,19,16,16,16,16,16,16,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,San Luis Rio Colorado,MX,Active,1/27/2026 14:00,556341107,Permanent,-12776000.03,3824729.769
8.4004E+11,US,Arizona Department of Environmental Quality,R9,0,-7,35.20445,2026-01-27 07:00:00 GMT-7,-111.65109,18,18,18,18,18,18,18,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Flagstaff,Flagstaff High School,AZ,Active,1/27/2026 14:00,556341123,Permanent,-12428942.49,4191699.91
8.4004E+11,US,Arizona Department of Environmental Quality,R9,0,-7,33.39866,2026-01-27 07:00:00 GMT-7,-110.84501,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Miami,Miami Solitude,AZ,Active,1/27/2026 14:00,556341125,Permanent,-12339210.07,3948339.751
8.4004E+11,US,Pima County Department of Environmental Quality,R9,0,-7,32.32959,2026-01-27 07:00:00 GMT-7,-111.058848,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Tucson,Ted Walker Park,AZ,Active,1/27/2026 14:00,556341128,Permanent,-12363014.41,3806652.619
8.4006E+11,US,Bay Area Air District,R9,145.5,-8,37.68975,2026-01-27 06:00:00 GMT-8,-121.77155,0,55,55,55,0,0,0,1,PPB,,,ND,-999,0,,11,55,55,55,1,UG/M3,55,55,55,Livermore,Livermore-Portola,CA,Active,1/27/2026 14:00,556341131,Permanent,-13555546.94,4535690.128
8.4006E+11,US,California Air Resources Board,R9,0,-8,39.757861,2026-01-27 06:00:00 GMT-8,-121.607908,35,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,3.5,20,20,20,1,UG/M3,20,20,20,Paradise,Paradise - Clark Road,CA,Active,1/27/2026 14:00,556341132,Permanent,-13537330.39,4830817.437
8.4006E+11,US,North Coast Unified Air Quality Management District,R9,0,-8,41.75613,2026-01-27 06:00:00 GMT-8,-124.20347,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Crescent City,Crescent City,CA,Active,1/27/2026 14:00,556341133,Permanent,-13826267.04,5124518.613
8.4006E+11,US,California Air Resources Board,R9,609.4,-8,38.730278,2026-01-27 06:00:00 GMT-8,-120.813697,29,27,27,27,27,27,27,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Placerville,Placerville - Canal Street,CA,Active,1/27/2026 14:00,556341134,Permanent,-13448919.23,4683109.522
8.4006E+11,US,San Joaquin Valley Unified APCD,R9,0,-8,36.72622,2026-01-27 06:00:00 GMT-8,-119.73249,,62,62,62,,ND,-999,0,,,,ND,-999,0,,12.3,62,62,62,1,UG/M3,62,62,62,Fresno,Fresno-Pacific,CA,Active,1/27/2026 14:00,556341135,Permanent,-13328559.82,4401013.782
8.4006E+11,US,Eastern Kern Air Pollution Control District,R9,0,-8,35.643,2026-01-27 06:00:00 GMT-8,-117.71388,,26,26,26,,ND,-999,0,,,,ND,-999,0,,4,26,26,26,1,UG/M3,26,26,26,,Ridgecrest,CA,Active,1/27/2026 14:00,556341140,Permanent,-13103849.18,4251609.26
8.4006E+11,US,San Joaquin Valley Unified APCD,R9,0,-8,35.377,2026-01-27 06:00:00 GMT-8,-119.044028,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Bakersfield,Bakersfield-Westwind,CA,Active,1/27/2026 14:00,556341145,Permanent,-13251920.58,4215232.696
8.4006E+11,US,South Coast AQMD,R9,197.9,-8,34.181977,2026-01-27 06:00:00 GMT-8,-118.363036,0,43,43,43,3,3,3,1,PPB,,,ND,-999,0,,6.7,43,43,43,1,UG/M3,43,43,43,E San Fernando Vly,North Holywood,CA,Active,1/27/2026 14:00,556341148,Permanent,-13176112.9,4053263.343
8.4006E+11,US,Mendocino County AQMD,R9,185.7,-8,39.1253,2026-01-27 06:00:00 GMT-8,-123.2024,1,4,4,4,4,4,4,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Ukiah,Ukiah Airport,CA,Active,1/27/2026 14:00,556341150,Permanent,-13714828.43,4739635.648
8.4006E+11,US,Mendocino County AQMD,R9,427,-8,39.39861,2026-01-27 06:00:00 GMT-8,-123.35872,,95,95,95,,ND,-999,0,,,,ND,-999,0,,31.1,95,95,95,1,UG/M3,95,95,95,Willits,Willits Blosser Lane,CA,Active,1/27/2026 14:00,556341151,Permanent,-13732229.9,4778930.941
8.4006E+11,US,San Joaquin Valley Unified APCD,R9,0,-8,37.28973,2026-01-27 06:00:00 GMT-8,-120.42972,0,46,46,46,0,0,0,1,PPB,,,ND,-999,0,,7,46,46,46,1,UG/M3,46,46,46,Merced,Merced-Vierra,CA,Active,1/27/2026 14:00,556341152,Permanent,-13406175.11,4479568.725
8.40061E+11,US,Placer County APCD,R9,0,-8,38.93568,2026-01-27 06:00:00 GMT-8,-121.09959,32,31,31,31,24,24,24,1,PPB,,,ND,-999,0,,5,31,31,31,1,UG/M3,31,31,31,Auburn,Auburn,CA,Active,1/27/2026 14:00,556341155,Permanent,-13480744.69,4712462.468
8.40061E+11,US,Placer County APCD,R9,0,-8,38.86794,2026-01-27 06:00:00 GMT-8,-121.33835,1,77,77,77,2,2,2,1,PPB,,,ND,-999,0,,23,77,77,77,1,UG/M3,77,77,77,Lincoln,Lincoln,CA,Active,1/27/2026 14:00,556341156,Permanent,-13507323.34,4702772.725
8.40061E+11,US,Pechanga Band of Indians,R9,0,-8,33.447867,2026-01-27 06:00:00 GMT-8,-117.088649,,27,27,27,15,15,15,1,,,,ND,-999,0,,,27,27,27,1,,27,27,27,Pechanga Indian Reservation,Pechanga Reservation,CA,Active,1/27/2026 14:00,556341157,Permanent,-13034248.78,3954902.823
8.40061E+11,US,South Coast AQMD,R9,2060.3,-8,34.264706,2026-01-27 06:00:00 GMT-8,-116.861653,,17,17,17,,ND,-999,0,,,,ND,-999,0,,1.8,17,17,17,1,UG/M3,17,17,17,Big Bear Lake,Big Bear,CA,Active,1/27/2026 14:00,556341160,Permanent,-13008979.71,4064401.198
8.40061E+11,US,San Diego APCD,R9,18,-8,32.552794,2026-01-27 06:00:00 GMT-8,-117.047286,,52,52,52,,ND,-999,0,,,,ND,-999,0,,10.8,52,52,52,1,UG/M3,52,52,52,Border Area,San Ysidro,CA,Active,1/27/2026 14:00,556341162,Permanent,-13029644.28,3836094.18
8.40061E+11,US,San Luis Obispo County APCD,R9,88.5,-8,35.361589,2026-01-27 06:00:00 GMT-8,-120.836819,38,35,35,35,35,35,35,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Morro Bay,Morro Bay,CA,Active,1/27/2026 14:00,556341168,Permanent,-13451493.16,4213128.864
8.40061E+11,US,Santa Barbara County Air Pollution Control District,R9,19.8,-8,34.39424,2026-01-27 06:00:00 GMT-8,-119.51472,,3,3,3,,ND,-999,0,,,,ND,-999,0,,-1,3,3,3,1,UG/M3,3,3,3,Carpinteria,CarpPM,CA,Active,1/27/2026 14:00,556341171,Permanent,-13304317.77,4081862.471
8.40061E+11,US,Siskiyou County APCD,R9,1073,-8,41.312688,2026-01-27 06:00:00 GMT-8,-122.318254,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Mt Shasta,Mt Shasta,CA,Active,1/27/2026 14:00,556341173,Permanent,-13616405.75,5058573.052
8.40061E+11,US,Bay Area Air District,R9,6.1,-8,38.05043,2026-01-27 06:00:00 GMT-8,-122.15454,12,56,56,56,9,9,9,1,PPB,,,ND,-999,0,,12,56,56,56,1,UG/M3,56,56,56,Fairfield,Benicia - Fitzgerald,CA,Active,1/27/2026 14:00,556341174,Permanent,-13598181.19,4586552.332
8.40061E+11,US,California Air Resources Board,R9,97.9,-8,36.30815,2026-01-27 06:00:00 GMT-8,-119.3129,4,60,60,60,5,5,5,1,PPB,,,ND,-999,0,,14.9,60,60,60,1,UG/M3,60,60,60,Visalia,Visalia - W Ashland Avenue,CA,Active,1/27/2026 14:00,556341175,Permanent,-13281851.27,4343105.6
8.4015E+11,US,Hawaii State Dept. of Health,R9,0,-10,19.465,2026-01-27 04:00:00 GMT-10,-154.914,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,LEILANI,HI,Active,1/27/2026 14:00,556341225,Permanent,-17244947.6,2209759.37
8.4015E+11,US,Hawaii State Dept. of Health,R9,0,-10,19.611915,2026-01-27 04:00:00 GMT-10,-155.055038,,16,16,16,,ND,-999,0,,,,ND,-999,0,,3,16,16,16,1,UG/M3,16,16,16,Keaau,KS Hawaii,HI,Active,1/27/2026 14:00,556341226,Permanent,-17260647.88,2227113.158
8.4015E+11,US,Hawaii State Dept. of Health,R9,136.9,-10,19.060655,2026-01-27 04:00:00 GMT-10,-155.579159,,27,27,27,,ND,-999,0,,,,ND,-999,0,,5,27,27,27,1,UG/M3,27,27,27,Naalehu,NAALEHU,HI,Active,1/27/2026 14:00,556341227,Permanent,-17318992.76,2162078.362
8.4015E+11,US,Hawaii State Dept. of Health,R9,0,-10,19.618158,2026-01-27 04:00:00 GMT-10,-155.971242,,54,54,54,,ND,-999,0,,,,ND,-999,0,,9,54,54,54,1,UG/M3,54,54,54,Kailua-Kona,Kailua-Kona,HI,Active,1/27/2026 14:00,556341228,Permanent,-17362639.24,2227850.939
8.4015E+11,US,Hawaii State Dept. of Health,R9,0,-10,21.9495,2026-01-27 04:00:00 GMT-10,-159.365,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,NIUMALU,HI,Active,1/27/2026 14:00,556341229,Permanent,-17740430.65,2505463.185
8.4032E+11,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.404889,2026-01-27 06:00:00 GMT-8,-114.87988,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Apex,NV,Active,1/27/2026 14:00,556341308,Permanent,-12788369.74,4356477.451
84032005TRP1,US,Tahoe Regional Planning Agency,R9,0,-8,38.966434,2026-01-27 06:00:00 GMT-8,-119.931016,,8,8,8,,ND,-999,0,,,,ND,-999,0,,,8,8,8,1,,8,8,8,,TRPA Office,NV,Active,1/27/2026 14:00,556341310,Permanent,-13350659.63,4716864.671
320010002,US,Nevada Division of Environmental Protection,R9,1210.5,-8,39.472471,2026-01-27 06:00:00 GMT-8,-118.783624,1,0,0,0,0,0,0,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fallon,Fallon,NV,Active,1/27/2026 14:00,556341951,Permanent,-13222932.54,4789576.736
320031501,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.139707,2026-01-27 06:00:00 GMT-8,-115.175654,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Las Vegas,RT,NV,Active,1/27/2026 14:00,556341966,Permanent,-12821295.16,4319861.907
320037771,US,Clark County Department of Environment and Sustainability ,R9,2440,-8,36.318409,2026-01-27 06:00:00 GMT-8,-115.584076,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Spring Mountain Youth Camp,NV,Active,1/27/2026 14:00,556341969,Permanent,-12866760.48,4344522.874
320037772,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.569333,2026-01-27 06:00:00 GMT-8,-115.676651,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Indian Springs,Indian Springs,NV,Active,1/27/2026 14:00,556341970,Permanent,-12877065.89,4379246.168
320050007,US,Nevada Division of Environmental Protection,R9,1489.9,-8,38.897611,2026-01-27 06:00:00 GMT-8,-119.732101,,54,54,54,,ND,-999,0,,,,ND,-999,0,,9,54,54,54,1,UG/M3,54,54,54,Gardnerville,Ranchos,NV,Active,1/27/2026 14:00,556341972,Permanent,-13328516.51,4707015.821
